FBgn	ME_type	geneName
FBgn0051202	Inactive	CG31202
FBgn0051207	Active	CG31207
FBgn0051211	Active	CG31211
FBgn0051213	Active	CG31213
FBgn0051216	Active	Naam
FBgn0051217	PcG	modSP
FBgn0051219	Active	CG31219
FBgn0051220	Inactive	CG31220
FBgn0051221	Inactive	CG31221
FBgn0051223	Active	CG31223
FBgn0051224	Active	CG31224
FBgn0051225	Inactive	Ir94f
FBgn0051229	Active	CG31229
FBgn0051230	Active	CG31230
FBgn0051231	Active	CG31231
FBgn0051233	Inactive	CG31233
FBgn0051244	Active	CG31244
FBgn0051245	Inactive	CG31245
FBgn0051248	Inactive	CG31248
FBgn0051249	Active	CG31249
FBgn0051251	Active	CG31251
FBgn0051262	Inactive	CG31262
FBgn0051268	Inactive	CG31268
FBgn0051272	Inactive	CG31272
FBgn0051274	Active	CG31274
FBgn0051278	Active	CG31278
FBgn0051279	Active	CG31279
FBgn0051287	Active	CG31287
FBgn0051288	Inactive	CG31288
FBgn0051296	Inactive	CG31296
FBgn0051300	Inactive	CG31300
FBgn0051301	Active	CG31301
FBgn0051313	Active	CG31313
FBgn0051320	Active	CG31320
FBgn0051321	Inactive	CG31321
FBgn0051323	Inactive	CG31323
FBgn0051324	Active	CG31324
FBgn0051326	Inactive	CG31326
FBgn0051342	Active	CG31342
FBgn0051343	Inactive	CG31343
FBgn0051344	Active	CG31344
FBgn0051347	Active	CG31347
FBgn0051352	Active	Unc-115a
FBgn0051357	Active	CG31357
FBgn0051360	Active	CG31360
FBgn0051361	Active	dpr17
FBgn0051363	Active	Jupiter
FBgn0051365	Active	CG31365
FBgn0051368	Active	CG31368
FBgn0051370	Active	CG31370
FBgn0051371	Inactive	CG31371
FBgn0051373	Inactive	CG31373
FBgn0051374	Active	sals
FBgn0051388	Active	CG31388
FBgn0051390	Inactive	MED7
FBgn0051391	Active	CG31391
FBgn0051404	Inactive	CG31404
FBgn0051414	Inactive	CG31414
FBgn0051415	Active	CG31415
FBgn0051427	Inactive	CG31427
FBgn0051431	Active	CG31431
FBgn0051436	Active	CG31436
FBgn0051437	Active	CG31437
FBgn0051439	Active	Muc96D
FBgn0051441	Active	CG31441
FBgn0051445	Inactive	CG31445
FBgn0051450	Active	mRpS18A
FBgn0051453	Active	pch2
FBgn0051454	Active	CG31454
FBgn0051457	Active	CG31457
FBgn0051460	Active	CG31460
FBgn0051464	Inactive	CG31464
FBgn0051467	Active	CG31467
FBgn0051469	Active	CG31469
FBgn0051472	Inactive	sgll
FBgn0051473	Inactive	CG31473
FBgn0051475	Inactive	CG31475
FBgn0051477	Inactive	CG31477
FBgn0051495	Active	CG31495
FBgn0051501	Inactive	nxf4
FBgn0051510	Active	CG31510
FBgn0051516	Inactive	CG31516
FBgn0051522	Active	CG31522
FBgn0051523	Active	CG31523
FBgn0051525	Active	CG31525
FBgn0051528	Inactive	CG31528
FBgn0051538	Active	CG31538
FBgn0051546	Active	CG31546
FBgn0051547	Inactive	CG31547
FBgn0051548	Active	CG31548
FBgn0051549	Active	CG31549
FBgn0051550	Active	CG31550
FBgn0051551	Inactive	CG31551
FBgn0051559	PcG	CG31559
FBgn0051606	Active	CG31606
FBgn0051612	Active	CG31612
FBgn0051619	Active	CG31619
FBgn0051624	Inactive	CG31624
FBgn0051626	Active	CG31626
FBgn0051627	Active	CG31627
FBgn0051632	PcG	sens-2
FBgn0051633	Active	CG31633
FBgn0051635	Active	CG31635
FBgn0051636	Active	CG31636
FBgn0051637	Active	CG31637
FBgn0051638	Active	CG31638
FBgn0051642	Active	CG31642
FBgn0051643	Inactive	CG31643
FBgn0051646	Inactive	CG31646
FBgn0051648	Active	CG31648
FBgn0051658	Active	Nnf1b
FBgn0051660	PcG	pog
FBgn0051661	Inactive	CG31661
FBgn0051663	Inactive	CG31663
FBgn0051668	Inactive	CG31668
FBgn0051673	Active	CG31673
FBgn0051674	Active	CG31674
FBgn0051675	Active	CG31675
FBgn0051676	PcG	CG31676
FBgn0051678	Active	CG31678
FBgn0051682	PcG	Tengl1
FBgn0051683	Active	CG31683
FBgn0051687	Active	CG31687
FBgn0051690	Inactive	CG31690
FBgn0051694	Active	CG31694
FBgn0051697	Active	CG31697
FBgn0051704	Inactive	CG31704
FBgn0051706	Inactive	CG31706
FBgn0051710	Active	CG31710
FBgn0051712	Active	CG31712
FBgn0051715	Active	CG31715
FBgn0051716	Active	Cnot4
FBgn0051717	Active	CG31717
FBgn0051718	Active	Ir31a
FBgn0051719	Inactive	RluA-1
FBgn0051720	Active	mthl15
FBgn0051721	PcG	Trim9
FBgn0051728	Inactive	CG31728
FBgn0051729	Active	CG31729
FBgn0051739	Active	CG31739
FBgn0051740	Inactive	CG31740
FBgn0051741	Inactive	CG31741
FBgn0051752	Active	CG31752
FBgn0051755	Active	SoYb
FBgn0051759	Active	CG31759
FBgn0051760	Inactive	CG31760
FBgn0051769	Inactive	CG31769
FBgn0051774	Inactive	fred
FBgn0051777	Active	CG31777
FBgn0051778	Active	CG31778
FBgn0051785	Inactive	CG31785
FBgn0051792	Inactive	CG31792
FBgn0051793	Active	CG31793
FBgn0051798	Active	CG31798
FBgn0051800	Active	CG31800
FBgn0051803	Active	CG31803
FBgn0051805	Active	CG31805
FBgn0051807	Active	CG31807
FBgn0051809	Inactive	CG31809
FBgn0051810	Inactive	CG31810
FBgn0051812	Active	CG31812
FBgn0051820	Inactive	CG31820
FBgn0051821	Inactive	CG31821
FBgn0051826	Inactive	CG31826
FBgn0051849	Active	CG31849
FBgn0051852	Active	Tap42
FBgn0051855	Active	CG31855
FBgn0051864	Active	Qtzl
FBgn0051865	Active	Ada1-1
FBgn0051866	Active	Ada1-2
FBgn0051869	Inactive	CG31869
FBgn0051871	Inactive	CG31871
FBgn0051874	Inactive	CG31874
FBgn0051875	Inactive	CG31875
FBgn0051876	Inactive	Cpr30F
FBgn0051897	Active	CG31897
FBgn0051898	Active	CG31898
FBgn0051901	Active	Mur29B
FBgn0051902	Inactive	Spn28Da
FBgn0051907	Active	CG31907
FBgn0051908	Active	CG31908
FBgn0051909	Active	CG31909
FBgn0051913	Active	CG31913
FBgn0051915	Active	CG31915
FBgn0051921	Active	CG31921
FBgn0051922	Active	CG31922
FBgn0051926	Inactive	CG31926
FBgn0051928	Inactive	CG31928
FBgn0051935	Active	CG31935
FBgn0051950	Active	CG31950
FBgn0051954	Inactive	CG31954
FBgn0051955	Active	CG31955
FBgn0051956	Active	pgant4
FBgn0051957	Active	CG31957
FBgn0051961	Active	CG31961
FBgn0051973	PcG	Cda5
FBgn0051974	Active	CG31974
FBgn0051988	Inactive	CG31988
FBgn0051989	Active	Cap-D3
FBgn0051992	Active	gw
FBgn0051997	Active	CG31997
FBgn0051998	Active	CG31998
FBgn0051999	Active	CG31999
FBgn0052000	Active	CG32000
FBgn0052016	Active	4E-T
FBgn0052017	Active	CG32017
FBgn0052022	Active	CG32022
FBgn0052023	Inactive	CG32023
FBgn0052024	Inactive	CG32024
FBgn0052026	Active	CG32026
FBgn0052029	PcG	Cpr66D
FBgn0052036	Active	CG32036
FBgn0052037	Active	CG32037
FBgn0052039	Active	CG32039
FBgn0052040	Active	CG32040
FBgn0052055	Active	CG32055
FBgn0052056	Active	scramb1
FBgn0052057	Inactive	dpr10
FBgn0052062	Inactive	A2bp1
FBgn0052064	Inactive	S-Lap4
FBgn0052066	Inactive	CG32066
FBgn0052068	Active	CG32068
FBgn0052069	Active	CG32069
FBgn0052071	Inactive	CG32071
FBgn0052072	Inactive	Elo68alpha
FBgn0052074	Inactive	CG32074
FBgn0052075	Active	CG32075
FBgn0052076	Active	Alg10
FBgn0052082	Inactive	CG32082
FBgn0052085	Inactive	CG32085
FBgn0052086	Inactive	CG32086
FBgn0052088	Inactive	CG32088
FBgn0052091	Inactive	CG32091
FBgn0052095	Active	CG32095
FBgn0052099	Active	eap
FBgn0052100	Active	CG32100
FBgn0052103	Active	CG32103
FBgn0052104	Active	CG32104
FBgn0052105	PcG	CG32105
FBgn0052106	Inactive	CG32106
FBgn0052107	Inactive	CG32107
FBgn0052109	Active	CG32109
FBgn0052110	Active	CG32110
FBgn0052112	Active	CG32112
FBgn0052113	Active	CG32113
FBgn0052115	Active	CG32115
FBgn0052117	Active	CG32117
FBgn0052121	PcG	CG32121
FBgn0052133	Active	ptip
FBgn0052137	Inactive	CG32137
FBgn0052141	PcG	CG32141
FBgn0052150	Inactive	CG32150
FBgn0052161	Active	CG32161
FBgn0052163	Active	CG32163
FBgn0052170	Active	CG32170
FBgn0052176	Active	CG32176
FBgn0052177	Active	Ndfip
FBgn0052179	Active	Krn
FBgn0052181	Active	CG32181
FBgn0052182	Active	CG32182
FBgn0052183	Inactive	Ccn
FBgn0052187	Inactive	CG32187
FBgn0052190	Active	NUCB1
FBgn0052191	Inactive	CG32191
FBgn0052192	Active	CG32192
FBgn0052195	Active	CG32195
FBgn0052196	Inactive	CG32196
FBgn0052199	Inactive	CG32199
FBgn0052201	Inactive	CG32201
FBgn0052202	Active	CG32202
FBgn0052203	Inactive	Spn75F
FBgn0052204	PcG	CG32204
FBgn0052206	Inactive	CG32206
FBgn0052212	Inactive	CG32212
FBgn0052214	Inactive	CG32214
FBgn0052219	Inactive	CG32219
FBgn0052220	Inactive	Csas
FBgn0052221	Active	CG32221
FBgn0052225	Active	CG32225
FBgn0052226	Active	Pex23
FBgn0052227	Inactive	gogo
FBgn0052230	Active	CG32230
FBgn0052243	Active	CG32243
FBgn0052246	Active	CG32246
FBgn0052249	Inactive	CG32249
FBgn0052250	Active	CG32250
FBgn0052251	Active	Claspin
FBgn0052255	Inactive	Gr64f
FBgn0052259	PcG	CG32259
FBgn0052260	Inactive	CG32260
FBgn0052262	Active	CG32262
FBgn0052263	Active	CG32263
FBgn0052264	Active	CG32264
FBgn0052266	Active	CG32266
FBgn0052267	Active	CG32267
FBgn0052271	Active	CG32271
FBgn0052277	Active	CG32277
FBgn0052278	Active	CG32278
FBgn0052280	Active	CG32280
FBgn0052281	Active	CG32281
FBgn0052283	Active	Drsl3
FBgn0052284	Active	CG32284
FBgn0052296	Active	Mrtf
FBgn0052301	Inactive	CG32301
FBgn0052302	Inactive	CG32302
FBgn0052305	Inactive	CG32305
FBgn0052311	Inactive	zormin
FBgn0052313	Active	CG32313
FBgn0052319	Inactive	CG32319
FBgn0052320	Active	CG32320
FBgn0052333	Inactive	CG32333
FBgn0052343	Active	Atac3
FBgn0052344	Active	CG32344
FBgn0052350	Active	CG32350
FBgn0052351	Inactive	S-Lap2
FBgn0052354	Inactive	CG32354
FBgn0052364	Active	CG32364
FBgn0052365	Inactive	CG32365
FBgn0052368	Active	CG32368
FBgn0052369	Active	CG32369
FBgn0052371	Inactive	CG32371
FBgn0052372	Inactive	ltl
FBgn0052373	Inactive	CG32373
FBgn0052374	Inactive	CG32374
FBgn0052376	Inactive	CG32376
FBgn0052380	Active	SMSr
FBgn0052407	Active	CG32407
FBgn0052409	Active	CG32409
FBgn0052412	Active	QC
FBgn0052418	Active	vito
FBgn0052423	Active	shep
FBgn0052425	Active	CG32425
FBgn0052428	Active	CG32428
FBgn0052432	Inactive	CG32432
FBgn0052436	Active	CG32436
FBgn0052437	Active	CG32437
FBgn0052438	Active	SMC5
FBgn0052441	Active	CG32441
FBgn0052442	Active	CG32442
FBgn0052445	Active	CG32445
FBgn0052446	Active	Atox1
FBgn0052447	Inactive	CG32447
FBgn0052448	Active	CG32448
FBgn0052451	Active	SPoCk
FBgn0052452	Active	CG32452
FBgn0052459	Inactive	CG32459
FBgn0052461	Active	CG32461
FBgn0052473	Active	CG32473
FBgn0052475	Inactive	mthl8
FBgn0052476	Inactive	mthl14
FBgn0052479	Active	CG32479
FBgn0052483	Active	CG32483
FBgn0052484	Active	Sk2
FBgn0052485	Active	CG32485
FBgn0052499	Inactive	Cda4
FBgn0052506	Inactive	CG32506
FBgn0052507	Inactive	CG32507
FBgn0052512	Active	CG32512
FBgn0052521	Active	CG32521
FBgn0052523	Active	CG32523
FBgn0052528	Active	parvin
FBgn0052529	Active	Hers
FBgn0052532	Inactive	CG32532
FBgn0052533	Active	CG32533
FBgn0052536	Active	CG32536
FBgn0052537	Active	CG32537
FBgn0052544	Active	CG32544
FBgn0052547	Inactive	CG32547
FBgn0052549	Active	CG32549
FBgn0052554	Active	CG32554
FBgn0052557	Active	CG32557
FBgn0052564	Inactive	CG32564
FBgn0052568	Inactive	CG32568
FBgn0052569	Inactive	TwdlZ
FBgn0052570	Inactive	TwdlY
FBgn0052571	Inactive	TwdlX
FBgn0052572	Inactive	CG32572
FBgn0052574	Inactive	Twdlalpha
FBgn0052576	Active	CG32576
FBgn0052579	Active	CG32579
FBgn0052581	Active	CG32581
FBgn0052590	Active	CG32590
FBgn0052591	Active	CG32591
FBgn0052594	Active	be
FBgn0052598	Inactive	betaNACtes6
FBgn0052600	Inactive	dpr8
FBgn0052601	Inactive	betaNACtes3
FBgn0052625	Active	CG32625
FBgn0052626	Active	AMPdeam
FBgn0052633	Inactive	CG32633
FBgn0052638	Active	CG32638
FBgn0052640	Active	CG32640
FBgn0052641	Active	CG32641
FBgn0052645	Inactive	CG32645
FBgn0052647	Inactive	CG32647
FBgn0052649	Active	CG32649
FBgn0052650	Active	CG32650
FBgn0052654	Active	Sec16
FBgn0052656	PcG	Muc11A
FBgn0052666	Active	Drak
FBgn0052668	Active	CG32668
FBgn0052669	Active	CG32669
FBgn0052670	Inactive	Rab9Fb
FBgn0052672	Active	Atg8a
FBgn0052675	Active	Tango5
FBgn0052676	Active	CG32676
FBgn0052677	PcG	X11Lbeta
FBgn0052679	Active	CG32679
FBgn0052681	Active	CG32681
FBgn0052685	Active	ZAP3
FBgn0052686	Active	CG32686
FBgn0052687	Active	CG32687
FBgn0052693	Active	Gr9a
FBgn0052694	Inactive	CG32694
FBgn0052695	Active	CG32695
FBgn0052698	PcG	CG32698
FBgn0052699	Active	CG32699
FBgn0052702	Active	Cubn
FBgn0052703	Active	Erk7
FBgn0052704	Active	Ir8a
FBgn0052707	Active	APC4
FBgn0052708	Active	CG32708
FBgn0052712	Active	CG32712
FBgn0052719	PcG	CG32719
FBgn0052720	Active	CG32720
FBgn0052732	Active	CG32732
FBgn0052750	Inactive	CG32750
FBgn0052751	Inactive	CG32751
FBgn0052755	Inactive	CG32755
FBgn0052756	Active	CG32756
FBgn0052758	Active	CG32758
FBgn0052767	Active	CG32767
FBgn0052772	Active	CG32772
FBgn0052783	Active	CG32783
FBgn0052791	Active	CG32791
FBgn0052792	Active	ppk8
FBgn0052793	Inactive	CG32793
FBgn0052803	Active	CG32803
FBgn0052808	Active	CG32808
FBgn0052813	Active	CG32813
FBgn0052814	Inactive	CG32814
FBgn0052815	Active	CG32815
FBgn0052816	Inactive	CG32816
FBgn0052817	Active	CG32817
FBgn0052829	Active	CG32829
FBgn0052831	Active	CG33695
FBgn0052843	Inactive	Dh31-R
FBgn0052845	Active	CG32845
FBgn0052846	Inactive	CG32846
FBgn0052847	Active	CG32847
FBgn0052850	Active	CG32850
FBgn0052855	Active	CG32855
FBgn0052856	Active	CG32856
FBgn0052944	Inactive	CG32944
FBgn0052971	Active	CG32971
FBgn0052982	Inactive	CG32982
FBgn0052984	Active	CG32984
FBgn0052985	Active	CG32985
FBgn0053002	Active	mRpL27
FBgn0053003	Active	CG33003
FBgn0053012	Active	CG33012
FBgn0053017	Inactive	CG33017
FBgn0053051	Active	CG33051
FBgn0053052	Active	CG33052
FBgn0053054	Active	CG33054
FBgn0053056	Active	CG33056
FBgn0053062	Active	CG33062
FBgn0053080	Active	CG33080
FBgn0053082	Active	CG33082
FBgn0053087	Active	LRP1
FBgn0053093	Inactive	CG33093
FBgn0053094	Active	Synd
FBgn0053096	Active	CG33096
FBgn0053098	Inactive	CG33098
FBgn0053099	Inactive	CG33099
FBgn0053100	Active	4EHP
FBgn0053107	Active	CG33107
FBgn0053108	Active	CG33108
FBgn0053110	Inactive	CG33110
FBgn0053111	Active	CG33111
FBgn0053113	Active	Rtnl1
FBgn0053116	Active	CG33116
FBgn0053120	PcG	CG33120
FBgn0053123	Active	CG33123
FBgn0053124	Active	CG33124
FBgn0053126	Inactive	NLaz
FBgn0053127	Active	CG33127
FBgn0053129	Active	CG33129
FBgn0053136	Active	CG33136
FBgn0053137	Active	CG33137
FBgn0053138	Active	AGBE
FBgn0053139	Active	Ranbp11
FBgn0053140	Inactive	CG33140
FBgn0053143	PcG	CG33143
FBgn0053144	Inactive	CG33144
FBgn0053145	Active	CG33145
FBgn0053147	Inactive	Hs3st-A
FBgn0053155	Active	CG33155
FBgn0053156	Active	CG33156
FBgn0053158	Inactive	CG33158
FBgn0053159	Active	CG33159
FBgn0053160	Active	CG33160
FBgn0053169	Active	CG33169
FBgn0053170	Active	CG33170
FBgn0053172	Active	CG33172
FBgn0053177	Active	CG33177
FBgn0053178	Active	CG33178
FBgn0053180	Active	Ranbp16
FBgn0053181	Inactive	CG33181
FBgn0053182	Active	Kdm4B
FBgn0053189	Active	CG33189
FBgn0053191	Inactive	CG33191
FBgn0053192	Active	MtnD
FBgn0053193	Active	sav
FBgn0053194	Inactive	CheA29a
FBgn0053196	Inactive	dp
FBgn0053198	Active	pen-2
FBgn0053199	Active	CG33199
FBgn0053200	Active	ventrally-expressed-protein-D
FBgn0053202	PcG	dpr11
FBgn0053203	Inactive	CG33203
FBgn0053207	Active	pxb
FBgn0053208	Active	Mical
FBgn0053213	Active	CG33213
FBgn0053217	Active	CG33217
FBgn0053223	Active	CG33223
FBgn0053225	Inactive	CG33225
FBgn0053229	Active	CG33229
FBgn0053230	Active	CG33230
FBgn0053258	Active	CG33258
FBgn0053260	Active	CG33260
FBgn0053267	Active	CG33267
FBgn0053276	Active	CG33276
FBgn0053281	Inactive	CG33281
FBgn0053282	Inactive	CG33282
FBgn0053284	Inactive	CG33284
FBgn0053285	Inactive	CG33285
FBgn0053288	Active	CG33288
FBgn0053293	Active	CG33293
FBgn0053296	Inactive	CG33296
FBgn0053301	Inactive	CG33301
FBgn0053302	Inactive	Cpr31A
FBgn0053303	Active	CG33303
FBgn0053306	Active	CG33306
FBgn0053307	Active	CG33307
FBgn0053329	Inactive	Sp212
FBgn0053348	Active	CheB42a
FBgn0053349	Active	ppk25
FBgn0053458	Inactive	CG33458
FBgn0053459	Inactive	CG33459
FBgn0053460	Active	CG33460
FBgn0053462	Inactive	CG33462
FBgn0053465	Inactive	CG33465
FBgn0053468	Active	CG33468
FBgn0053469	Active	CG33469
FBgn0053474	Active	CG33474
FBgn0053475	Inactive	CG33475
FBgn0053476	Inactive	CG33476
FBgn0053477	Inactive	CG33477
FBgn0053481	Inactive	dpr7
FBgn0053493	Active	CG33493
FBgn0053494	Active	CG33494
FBgn0053497	Active	Sdic2
FBgn0053499	Active	Sdic4
FBgn0053505	Active	U3-55K
FBgn0053506	Active	CG33506
FBgn0053508	Active	ppk13
FBgn0053509	Active	CG33509
FBgn0053511	Active	CG33511
FBgn0053513	PcG	Nmdar2
FBgn0053514	Active	CG33514
FBgn0053516	Inactive	dpr3
FBgn0053517	Inactive	Dop2R
FBgn0053519	Inactive	Unc-89
FBgn0053523	Active	Vap-33B
FBgn0053526	Active	PNUTS
FBgn0053527	Active	SIFa
FBgn0053531	PcG	Ddr
FBgn0053533	Active	lectin-37Db
FBgn0053542	PcG	upd3
FBgn0053543	Inactive	CG33543
FBgn0053547	Inactive	Rim
FBgn0053548	Active	msta
FBgn0053552	Active	CG33552
FBgn0053554	Inactive	Nipped-A
FBgn0053556	Inactive	form3
FBgn0053557	Inactive	CG33557
FBgn0053558	Active	mim
FBgn0053635	Active	CG33635
FBgn0053639	Inactive	CG33639
FBgn0053640	Inactive	CG33640
FBgn0053641	Inactive	CG33641
FBgn0053653	Inactive	Caps
FBgn0053679	Active	CG33679
FBgn0053680	PcG	CG33680
FBgn0053696	Active	CNMaR
FBgn0053757	Active	CG33757
FBgn0053758	Active	CG33758
FBgn0053774	Active	CG33774
FBgn0053792	Active	CG33792
FBgn0053798	PcG	CG33798
FBgn0053914	Inactive	CG33914
FBgn0053919	Active	CG33919
FBgn0053920	Inactive	CG33920
FBgn0053926	Active	CG33926
FBgn0053927	Active	CG33927
FBgn0053958	Inactive	CG33958
FBgn0053969	Active	CG33969
FBgn0053970	Inactive	CG33970
FBgn0053971	Active	Ir62a
FBgn0053977	Active	CG33977
FBgn0053983	Active	obst-H
FBgn0053988	PcG	Mid1
FBgn0053993	Inactive	CG33993
FBgn0053998	Inactive	CG33998
FBgn0054001	Active	CG34001
FBgn0054002	Active	CG34002
FBgn0054003	Active	NimB3
FBgn0054007	Inactive	CG34007
FBgn0054008	Active	CG34008
FBgn0054010	Active	CG34010
FBgn0054012	Inactive	CG34012
FBgn0054015	Active	CG34015
FBgn0054021	Active	CG34021
FBgn0054027	Inactive	CG34027
FBgn0054031	Inactive	CG34031
FBgn0054034	Inactive	CG34034
FBgn0054038	Inactive	CG34038
FBgn0054039	Active	CG34039
FBgn0054040	Inactive	CG34040
FBgn0054043	Inactive	CG34043
FBgn0054045	Inactive	CG34045
FBgn0054051	Active	CG34051
FBgn0054054	Active	CG34054
FBgn0054056	Active	CG34056
FBgn0054057	Active	CG34057
FBgn0058002	Active	CG40002
FBgn0058006	Inactive	CG40006
FBgn0058042	Active	CG40042
FBgn0058045	Active	CG40045
FBgn0058160	Active	CG40160
FBgn0058178	Inactive	CG40178
FBgn0058191	Active	CG40191
FBgn0058263	Active	MFS17
FBgn0058439	Active	CG40439
FBgn0060296	Inactive	pain
FBgn0061196	Active	SIP3
FBgn0061197	Inactive	SIP2
FBgn0061198	Active	HSPC300
FBgn0061200	Active	Nup153
FBgn0061356	Active	CG18003
FBgn0061469	Active	Ube3a
FBgn0061476	Active	Zwilch
FBgn0061492	Active	loj
FBgn0061515	Active	endos
FBgn0062412	PcG	Ctr1B
FBgn0062413	Active	Ctr1A
FBgn0062440	Active	CG17680
FBgn0062442	Active	Cisd2
FBgn0062449	Active	CG13197
FBgn0062517	Active	CG16984
FBgn0062565	Inactive	Or19b
FBgn0062978	Active	CG31808
FBgn0063368	Active	Gpb5
FBgn0063449	Active	Uhg2
FBgn0063485	Active	Lasp
FBgn0063491	Active	GstE9
FBgn0063492	Active	GstE8
FBgn0063493	Active	GstE7
FBgn0063494	Active	GstE6
FBgn0063495	Active	GstE5
FBgn0063496	Active	GstE4
FBgn0063497	Active	GstE3
FBgn0063498	Active	GstE2
FBgn0063499	Inactive	GstE10
FBgn0063649	Active	CG6006
FBgn0063667	PcG	CG32335
FBgn0063670	Active	CG40228
FBgn0063923	Active	Kaz1-ORFB
FBgn0064225	Active	RpL5
FBgn0064227	Active	Rdh
FBgn0064237	PcG	Idgf5
FBgn0064766	Active	CG7600
FBgn0064912	Active	CG31178
FBgn0065032	Active	Arpc3B
FBgn0065035	Active	AlkB
FBgn0065098	Active	RNaseMRP:RNA
FBgn0065108	Inactive	ppk16
FBgn0065109	Active	ppk11
FBgn0065110	Active	ppk10
FBgn0066084	Active	RpL41
FBgn0066101	PcG	LpR1
FBgn0066114	Active	GlcAT-I
FBgn0066292	Active	CheB42c
FBgn0066365	Inactive	dyl
FBgn0067102	Active	GlcT-1
FBgn0067317	Active	Cby
FBgn0067628	Active	CG33331
FBgn0067629	Active	CG33332
FBgn0067779	Active	dbr
FBgn0067783	Active	att-ORFA
FBgn0067861	Active	Sdic1
FBgn0067864	Active	Patj
FBgn0067905	Inactive	IM14
FBgn0069056	Inactive	CG33226
FBgn0069354	Inactive	Porin2
FBgn0069913	Active	CG4681
FBgn0069923	Active	CG41128
FBgn0069938	Inactive	CG41106
FBgn0069973	Inactive	CG40485
FBgn0082582	Active	tmod
FBgn0082585	Inactive	sprt
FBgn0082598	Active	akirin
FBgn0082831	Active	pps
FBgn0083068	Active	CG33947
FBgn0083120	Active	Uhg8
FBgn0083121	Active	Uhg7
FBgn0083123	Active	Uhg5
FBgn0083124	Active	Uhg4
FBgn0083141	Inactive	Spn28B
FBgn0083167	Active	Neb-cGP
FBgn0083228	Inactive	Frq2
FBgn0083936	Active	Acp54A1
FBgn0083940	Inactive	RhoU
FBgn0083946	Inactive	lobo
FBgn0083949	Inactive	CG34113
FBgn0083950	Inactive	CG34114
FBgn0083951	Inactive	CG34115
FBgn0083953	Active	CG34117
FBgn0083956	Inactive	CG34120
FBgn0083960	Inactive	CG34124
FBgn0083961	Active	CG34125
FBgn0083962	Active	CG34126
FBgn0083963	Inactive	CG34127
FBgn0083968	Active	CG34132
FBgn0083969	Active	CG34133
FBgn0083970	Active	CG34134
FBgn0083972	Active	CG34136
FBgn0083973	Active	CG34137
FBgn0083974	Active	CG34138
FBgn0083977	Active	CG34141
FBgn0083978	Inactive	CG17672
FBgn0083979	Inactive	Ir10a
FBgn0083983	Active	mRpL34
FBgn0083984	Active	CG34148
FBgn0083985	Active	CG34149
FBgn0083986	Active	CG34150
FBgn0083991	Inactive	CG34155
FBgn0083992	Active	Mkp
FBgn0085188	Active	CG34159
FBgn0085192	Active	CG34163
FBgn0085195	Inactive	CG34166
FBgn0085200	Inactive	CG34171
FBgn0085201	Active	CG34172
FBgn0085203	Active	CG34174
FBgn0085209	Active	CG34180
FBgn0085212	Active	CG34183
FBgn0085213	Active	CG34184
FBgn0085217	Inactive	CG34188
FBgn0085218	Active	CG34189
FBgn0085220	Active	CG34191
FBgn0085223	Active	CG34194
FBgn0085224	Active	CG34195
FBgn0085227	Active	CG34198
FBgn0085228	Inactive	CG34199
FBgn0085229	Active	CG34200
FBgn0085234	Inactive	CG34205
FBgn0085235	Inactive	CG34206
FBgn0085236	Active	CG34207
FBgn0085237	Inactive	CG34208
FBgn0085242	Active	CG34213
FBgn0085243	Active	CG34214
FBgn0085244	Inactive	CG34215
FBgn0085245	Active	CG34216
FBgn0085246	Active	CG34217
FBgn0085248	Active	CG34219
FBgn0085249	Active	CG34220
FBgn0085250	Inactive	CG34221
FBgn0085256	Inactive	CG34227
FBgn0085257	Active	CG34228
FBgn0085260	Active	CG34231
FBgn0085261	Active	CG34232
FBgn0085271	Active	CG34242
FBgn0085273	Inactive	CG34244
FBgn0085277	Inactive	CG34248
FBgn0085279	Active	CG34250
FBgn0085282	Inactive	CG34253
FBgn0085283	Active	CG34254
FBgn0085284	Active	Blos3
FBgn0085285	Inactive	CG34256
FBgn0085290	Active	CG34261
FBgn0085293	Active	CG34264
FBgn0085298	Active	CG34269
FBgn0085300	Inactive	Cpr65Ay
FBgn0085302	Inactive	CG34273
FBgn0085307	Active	CG34278
FBgn0085312	Inactive	CG34283
FBgn0085313	Inactive	CG34284
FBgn0085316	Active	CG34287
FBgn0085317	Active	CG34288
FBgn0085322	Active	CG34293
FBgn0085330	Inactive	CG34301
FBgn0085331	Inactive	CG34302
FBgn0085337	Active	CG34308
FBgn0085339	Active	CG34310
FBgn0085341	Active	CG34312
FBgn0085345	Active	CG34316
FBgn0085352	Active	CG34323
FBgn0085354	Inactive	CG34325
FBgn0085357	Active	CG34328
FBgn0085359	Active	CG34330
FBgn0085360	Inactive	CG34331
FBgn0085361	Inactive	CG34332
FBgn0085362	Active	Vml
FBgn0085366	Inactive	CG34337
FBgn0085369	PcG	CG34340
FBgn0085370	Active	Pde11
FBgn0085376	PcG	CG34347
FBgn0085377	Active	CG34348
FBgn0085382	Inactive	CG34353
FBgn0085384	PcG	CG34355
FBgn0085385	Inactive	CG34356
FBgn0085386	Inactive	CG34357
FBgn0085387	Inactive	shakB
FBgn0085390	Inactive	Dgk
FBgn0085391	Inactive	CG34362
FBgn0085396	Inactive	CG34367
FBgn0085397	PcG	Fili
FBgn0085398	PcG	ppk9
FBgn0085399	Inactive	CG34370
FBgn0085400	Inactive	CG34371
FBgn0085404	Inactive	CG34375
